Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem
TAGL_SC,Triacylglycerol lipase  yeast specific,h2o_c + 0.01 triglyc_SC_c  -> 0.01 12dgr_SC_c + 0.06 ddca_c + 0.02 dca_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c ,YDR058C or YMR313C,0,999999,0,S_Glycerolipid_Metabolism
TALA,Transaldolase,g3p_c + s7p_c  <=> f6p_c + e4p_c ,YLR354C or YGR043C,-999999,999999,0,S_Pentose_Phosphate_Pathway
TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c  -> aacald_c + co2_c + h_c + so3_c + succ_c ,YLL057C,0,999999,0,S_Taurine_Metabolism
TAURt,Taurine transport,taur_c  <=> taur_e ,,-999999,999999,0,S_Transport__Extracellular
SHCHD,Sirohydrochlorin dehydrogenase,dscl_c + nadp_c  -> h_c + nadph_c + scl_c ,YBR213W,0,999999,0,S_Porphyrin_and_Chlorophyll_Metabolism
SHCHF,Sirohydrochlorin ferrochelatase,fe2_c + scl_c  -> 3 h_c + sheme_c ,YBR213W,0,999999,0,S_Porphyrin_and_Chlorophyll_Metabolism
SHK3Dr,Shikimate dehydrogenase,3dhsk_c + h_c + nadph_c  -> nadp_c + skm_c ,YDR127W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
SHKK,Shikimate kinase,atp_c + skm_c  -> adp_c + h_c + skm5p_c ,YDR127W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
SHSL1,O-succinylhomoserine lyase (L-cysteine),cys__L_c + suchms_c  -> cyst__L_c + h_c + succ_c ,,0,999999,0,S_Methionine_Metabolism
TCHOLAabcv,Taurcholate via ABC system  vacuolar ,atp_v + h2o_v + tchola_c  -> adp_v + h_v + pi_v + tchola_v ,YLL048C,0,999999,0,S_Transport__Vacuolar
THFATm,Tetrahydrofolate aminomethyltransferase  mitochondrial,h2o_m + methf_m  -> 5fthf_m + h_m ,YDR019C and YMR189W and YAL044C and ( YBR221C and YER178W ),0,999999,0,S_Folate_Metabolism
THFGLUS,TetrahydrofolateL glutamate gamma ligase  ADP forming ,atp_c + glu__L_c + thf_c  <=> adp_c + h_c + pi_c + thfglu_c ,YKL132C or YOR241W or YMR113W,-999999,999999,0,S_Folate_Metabolism
THIORDXi,Hydrogen peroxide reductase (thioredoxin),h2o2_c + trdrd_c  -> 2 h2o_c + trdox_c ,( YLR043C and YDR453C ) or ( YGR209C and YDR453C ),0,999999,0,S_Other
THIORDXm,Hydrogen peroxide reductase  thioredoxin   mitochondrial,h2o2_m + trdrd_m  <=> 2 h2o_m + trdox_m ,YBL064C and YCR083W,-999999,999999,0,S_Other
THIORDXni,Thioredoxin  nuclear  irreversible,h2o2_n + trdrd_n  -> 2 h2o_n + trdox_n ,( YIL010W and YLR043C ) or ( YIL010W and YGR209C ),0,999999,0,S_Other
THIORDXp,Hydrogen peroxide reductase  thioredoxin   peroxisomal,h2o2_x + trdrd_x  <=> 2 h2o_x + trdox_x ,( YLR109W and YLR043C ) or ( YLR109W and YGR209C ),-999999,999999,0,S_Other
SHSL4r,O succinylhomoserine lyase  elimination   reversible,h2o_c + suchms_c  <=> 2obut_c + h_c + nh4_c + succ_c ,YML082W,-999999,999999,0,S_Methionine_Metabolism
SLCBK1,Sphingolipid long chain base kinase  sphinganine ,atp_c + sphgn_c  -> adp_c + h_c + sph1p_c ,YLR260W or YOR171C,0,999999,0,S_Sphingolipid_Metabolism
PRPPtm,PRPP reversible transport  mitochondrial,prpp_c  <=> prpp_m ,,-999999,999999,0,S_Transport__Mitochondrial
THMDPe,Thiamin diphosphatase  extracellular,2 h2o_e + thmpp_e  -> h_e + 2 pi_e + thm_e ,YBR092C,0,999999,0,S_Thiamine_Metabolism
THMDt2,Thymidine transport in via proton symport,h_e + thymd_e  -> h_c + thymd_c ,,0,999999,0,S_Transport__Extracellular
THMP,Thiamin phosphatase,h2o_c + thmmp_c  -> pi_c + thm_c ,,0,999999,0,S_Thiamine_Metabolism
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c  -> 3psme_c + pi_c ,YDR127W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
THMPPt2m,Thiamine diphosphate transport  mitochondria,thmpp_c  -> thmpp_m ,YGR096W,0,999999,0,S_Transport__Mitochondrial
THMPe,Thiamin phosphatase  extracellular,h2o_e + thmmp_e  -> pi_e + thm_e ,YBR092C,0,999999,0,S_Thiamine_Metabolism
THRt2r,L threonine reversible transport via proton symport,h_e + thr__L_e  <=> h_c + thr__L_c ,YKR039W or YBR069C or YCL025C or YDR508C,-999999,999999,0,S_Transport__Extracellular
THYMt3r,Thymine reversible transport via proton antiport,h_e + thym_c  <=> h_c + thym_e ,,-999999,999999,0,S_Transport__Extracellular
THZPSN1_SC,Thiazole phosphate synthesis  xylulose 5 phosphate   yeast specific,achms_c + cys__L_c + h_c + gly_c + xu5p__D_c  -> 4mpetz_c + 4abut_c + ac_c + co2_c + 3 h2o_c + nh4_c + pyr_c ,,0,999999,0,S_Thiamine_Metabolism
THZPSN2_SC,Thiazole phosphate synthesis  ribose 5 phosphate   yeast specifc,achms_c + cys__L_c + h_c + gly_c + r5p_c  -> 4mpetz_c + 4abut_c + ac_c + co2_c + 3 h2o_c + nh4_c + pyr_c ,,0,999999,0,S_Thiamine_Metabolism
THMt2,Thiamine transport in via proton symport,h_e + thm_e  -> h_c + thm_c ,YLR237W or YOR071C or YOR192C,0,999999,0,S_Transport__Extracellular
PSERDg_SC,Phosphatidylserine decarboxylase  yeast specific  Golgi,h_g + 0.01 ps_SC_g  -> co2_g + 0.01 pe_SC_g ,YGR170W,0,999999,0,S_Phospholipid_Biosynthesis
THRA2,L-allo-Threonine Aldolase,athr__L_c  -> acald_c + gly_c ,YEL046C,0,999999,0,S_Threonine_and_Lysine_Metabolism
TKT1,Transketolase,r5p_c + xu5p__D_c  <=> g3p_c + s7p_c ,YBR117C or YPR074C,-999999,999999,0,S_Pentose_Phosphate_Pathway
PSERDm_SC,Phosphatidylserine decarboxylase  yeast specific  mitochondrial,h_m + 0.01 ps_SC_m  -> co2_m + 0.01 pe_SC_m ,YNL169C,0,999999,0,S_Phospholipid_Biosynthesis
TKT2,Transketolase,e4p_c + xu5p__D_c  <=> f6p_c + g3p_c ,YPR074C or YBR117C,-999999,999999,0,S_Pentose_Phosphate_Pathway
TMDK1,Thymidine kinase (ATP:thymidine),atp_c + thymd_c  -> adp_c + dtmp_c + h_c ,,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
TMDPK,Thiamine diphosphokinase,atp_c + thm_c  -> amp_c + h_c + thmpp_c ,YOR143C,0,999999,0,S_Thiamine_Metabolism
THRA,Threonine aldolase,thr__L_c  -> acald_c + gly_c ,YEL046C,0,999999,0,S_Threonine_and_Lysine_Metabolism
THRD_L,L-threonine deaminase,thr__L_c  -> 2obut_c + nh4_c ,YCL064C or YKL218C,0,999999,0,S_Threonine_and_Lysine_Metabolism
THRD_Lm,L threonine deaminase  mitochondrial,thr__L_m  -> 2obut_m + nh4_m ,YER086W,0,999999,0,S_Threonine_and_Lysine_Metabolism
THRS,Threonine synthase,h2o_c + phom_c  -> pi_c + thr__L_c ,YCR053W,0,999999,0,S_Threonine_and_Lysine_Metabolism
THRTRS,Threonyl-tRNA synthetase,atp_c + thr__L_c + trnathr_c  -> amp_c + ppi_c + thrtrna_c ,YIL078W,0,999999,0,S_tRNA_charging
THRTRSm,Threonyl tRNA synthetase  mitochondrial,atp_m + thr__L_m + trnathr_m  -> amp_m + ppi_m + thrtrna_m ,YKL194C,0,999999,0,S_tRNA_charging
THRt2m,Threonine mitochondrial transport via proton symport,h_c + thr__L_c  <=> h_m + thr__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
URIK1,Uridine kinase  ATPUridine ,atp_c + uri_c  -> adp_c + h_c + ump_c ,YNR012W,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
TMDPP,Thymidine phosphorylase,pi_c + thymd_c  <=> 2dr1p_c + thym_c ,YLR209C,-999999,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
TMDPPK,Thiamine diphosphate kinase,atp_c + thmpp_c  -> adp_c + thmtp_c ,YOR143C,0,999999,0,S_Thiamine_Metabolism
TMDS,Thymidylate synthase,dump_c + mlthf_c  -> dhf_c + dtmp_c ,YOR074C,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
TMN,Thiaminase,h2o_c + thm_c  -> 4mhetz_c + 4ahmmp_c + h_c ,,0,999999,0,S_Thiamine_Metabolism
TMPK,Thiamine-phosphate kinase,atp_c + thmmp_c  <=> adp_c + thmpp_c ,,-999999,999999,0,S_Thiamine_Metabolism
TMPPP,Thiamine-phosphate diphosphorylase,2mahmp_c + 4mpetz_c + h_c  -> ppi_c + thmmp_c ,YPL214C,0,999999,0,S_Thiamine_Metabolism
TPI,Triose-phosphate isomerase,dhap_c  <=> g3p_c ,YDR050C,-999999,999999,0,S_GlycolysisGluconeogenesis
TRDOXtp,Oxidized thioredoxin peroxisomal transport via diffusion,trdox_c  <=> trdox_x ,,-999999,999999,0,S_Transport__Peroxisomal
TRDR,Thioredoxin reductase (NADPH),h_c + nadph_c + trdox_c  -> nadp_c + trdrd_c ,( YDR353W and YDR353W ) or YLR043C or ( YDR353W and YGR209C ),0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
PSERDv_SC,Phosphatidylserine decarboxylase  yeast specific  vacuolar,h_v + 0.01 ps_SC_v  -> co2_v + 0.01 pe_SC_v ,YGR170W,0,999999,0,S_Phospholipid_Biosynthesis
TRDRDtp,Reduced thioredoxin peroxisomal transport via diffusion,trdrd_c  <=> trdrd_x ,,-999999,999999,0,S_Transport__Peroxisomal
TRDRm,Thioredoxin reductase  NADPH ,h_m + nadph_m + trdox_m  -> nadp_m + trdrd_m ,YHR106W and YCR083W,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
TRE6PP,Trehalose-phosphatase,h2o_c + tre6p_c  -> pi_c + tre_c ,( YBR126C and YDR074W and YML100W ) or ( YBR126C and YDR074W and YMR261C ),0,999999,0,S_Alternate_Carbon_Metabolism
URIK2,Uridine kinase (GTP:Uridine),gtp_c + uri_c  -> gdp_c + h_c + ump_c ,YNR012W,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
URIt2,Uridine transport in via proton symport,h_e + uri_e  -> h_c + uri_c ,YBL042C or YAL022C,0,999999,0,S_Transport__Extracellular
UTPH1,UTP diphosphohydrolase,2 h2o_c + utp_c  -> 2 h_c + 2 pi_c + ump_c ,YER005W,0,999999,0,S_Nucleotide_Salvage_Pathway
UTPtm,UTPUMP antiport,2 h_c + ump_m + utp_c  -> 2 h_m + ump_c + utp_m ,YBR192W,0,999999,0,S_Transport__Mitochondrial
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",g6p_c + udpg_c  -> h_c + tre6p_c + udp_c ,( YBR126C and YDR074W and YML100W ) or ( YBR126C and YDR074W and YMR261C ),0,999999,0,S_Alternate_Carbon_Metabolism
TREH,"Alpha,alpha-trehalase",h2o_c + tre_c  -> 2 glc__D_c ,YDR001C or YBR001C,0,999999,0,S_Alternate_Carbon_Metabolism
PSERS_SC,Phosphatidylserine synthase  yeast specific,0.01 cdpdag_SC_c + ser__L_c  <=> cmp_c + h_c + 0.01 ps_SC_c ,YER026C,-999999,999999,0,S_Phospholipid_Biosynthesis
TREHv,Alpha alpha trehalase  vacuolar ,h2o_v + tre_v  -> 2 glc__D_v ,YPR026W,0,999999,0,S_Alternate_Carbon_Metabolism
VALTA,Valine transaminase,akg_c + val__L_c  <=> 3mob_c + glu__L_c ,YJR148W,-999999,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
VALTAim,Valine transaminase  mitochondiral,akg_m + val__L_m  -> 3mob_m + glu__L_m ,YHR208W,0,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
VALTRS,Valyl-tRNA synthetase,atp_c + trnaval_c + val__L_c  -> amp_c + ppi_c + valtrna_c ,YGR094W,0,999999,0,S_tRNA_charging
TREt2,Trehalose transport in via proton symporter,h_e + tre_e  -> h_c + tre_c ,,0,999999,0,S_Transport__Extracellular
TREt2v,Trehalose vacuolar transport via proton symport,h_c + tre_c  <=> h_v + tre_v ,,-999999,999999,0,S_Transport__Vacuolar
VALTRSm,Valyl tRNA synthetase  mitochondrial,atp_m + trnaval_m + val__L_m  -> amp_m + ppi_m + valtrna_m ,YGR094W,0,999999,0,S_tRNA_charging
PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,0.01 cdpdag_SC_m + ser__L_m  <=> cmp_m + h_m + 0.01 ps_SC_m ,YER026C,-999999,999999,0,S_Phospholipid_Biosynthesis
VALt2m,Valine reversible mitochondrial transport via proton symport,h_c + val__L_c  <=> h_m + val__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
VALt2r,L valine reversible transport via proton symport,h_e + val__L_e  <=> h_c + val__L_c ,YKR039W or YCL025C or YDR046C or YBR069C or YBR068C,-999999,999999,0,S_Transport__Extracellular
XANt,Xanthine reversible transport,xan_e  <=> xan_c ,,-999999,999999,0,S_Transport__Extracellular
XPPT,Xanthine phosphoribosyltransferase,prpp_c + xan_c  -> ppi_c + xmp_c ,YJR133W,0,999999,0,S_Nucleotide_Salvage_Pathway
XTSNt2,Xanthosine transport in via proton symport,h_e + xtsn_e  -> h_c + xtsn_c ,,0,999999,0,S_Transport__Extracellular
TRIGS_SC,Triglycerol synthesis,0.01 12dgr_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> coa_c + 0.01 triglyc_SC_c ,YOR245C or YCR048W or YNR019W,0,999999,0,S_Glycerolipid_Metabolism
TRPO2,L Tryptophanoxygen 2 3 oxidoreductase  decyclizing ,o2_c + trp__L_c  -> Lfmkynr_c ,YJR078W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
TRPS1,Tryptophan synthase (indoleglycerol phosphate),3ig3p_c + ser__L_c  -> g3p_c + h2o_c + trp__L_c ,YGL026C,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
TRPTA,Tryptophan transaminase,akg_c + trp__L_c  <=> glu__L_c + indpyr_c ,YGL202W or YHR137W,-999999,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
TRPTRS,Tryptophanyl-tRNA synthetase,atp_c + trnatrp_c + trp__L_c  -> amp_c + ppi_c + trptrna_c ,YOL097C,0,999999,0,S_tRNA_charging
TRPTRSm,Tryptophanyl tRNA synthetase  mitochondrial,atp_m + trnatrp_m + trp__L_m  -> amp_m + ppi_m + trptrna_m ,YDR268W,0,999999,0,S_tRNA_charging
TRPt2m,Tryptophan mitochondrial transport via proton symport,h_c + trp__L_c  <=> h_m + trp__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
TRPt2r,L tryptophan reversible transport via proton symport,h_e + trp__L_e  <=> h_c + trp__L_c ,YBR069C or YKR039W or YOL020W or YBR068C or YDR046C,-999999,999999,0,S_Transport__Extracellular
TTCCOAtx,Fatty acid intracellular transport,ttccoa_c  <=> ttccoa_x ,,-999999,999999,0,S_Transport__Peroxisomal
XYLK,Xylulokinase,atp_c + xylu__D_c  -> adp_c + h_c + xu5p__D_c ,YGR194C,0,999999,0,S_Xylose_Metabolism
XYLR,Xylose reductase,h_c + nadph_c + xyl__D_c  -> nadp_c + xylt_c ,YHR104W,0,999999,0,S_Xylose_Metabolism
XYLTD_D,Xylitol dehydrogenase  D xyulose forming ,nad_c + xylt_c  -> h_c + nadh_c + xylu__D_c ,YLR070C,0,999999,0,S_Xylose_Metabolism
XYLTt,Xylitol transport via passive diffusion,xylt_e  <=> xylt_c ,,-999999,999999,0,S_Transport__Extracellular
TTDCAtr,Fatty acid transport,ttdca_e  <=> ttdca_c ,,-999999,999999,0,S_Transport__Extracellular
TYRNFT,L tyrosine N formyltransferase,10fthf_c + tyr__L_c  -> Nfortyr_c + h_c + thf_c ,YDR403W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
PSERT,Phosphoserine transaminase,3php_c + glu__L_c  -> akg_c + pser__L_c ,YOR184W,0,999999,0,S_Glycine_and_Serine_Metabolism
TYRTAi,Tyrosine transaminase  irreversible,34hpp_c + glu__L_c  -> akg_c + tyr__L_c ,YGL202W or YHR137W or YLR027C,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
TYRTAim,Tyrosine transaminase  irreversible  mitochondrial ,34hpp_m + glu__L_m  -> akg_m + tyr__L_m ,YKL106W,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
TYRTAip,Tyrosine transaminase  irreversible  peroxisomal ,34hpp_x + glu__L_x  -> akg_x + tyr__L_x ,YLR027C,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
XYLt,D xylose reversible transport,xyl__D_e  <=> xyl__D_c ,,-999999,999999,0,S_Transport__Extracellular
YUMPS,YUMP synthetase,r5p_c + ura_c  <=> h2o_c + psd5p_c ,YFL001W or YPL212C or YGL063W or YNL292W,-999999,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
ZYMSTAT_SC,Acyl CoAzymosterol acyltransferase  yeast specific,0.655 hdcoa_c + 0.01 hexccoa_c + 0.02 pmtcoa_c + 0.27 odecoa_c + 0.03 stcoa_c + 0.015 tdcoa_c + 0.01 zymst_c  -> coa_c + 0.01 zymstest_SC_c ,YCR048W,0,999999,0,S_Sterol_Metabolism
ZYMSTESTH_SC,Zymosterol ester hydrolase  yeast specific,h2o_c + 0.01 zymstest_SC_c  -> h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c + 0.01 zymst_c ,YKL140W or YLL012W,0,999999,0,S_Sterol_Metabolism
TYRTRS,Tyrosyl-tRNA synthetase,atp_c + trnatyr_c + tyr__L_c  -> amp_c + ppi_c + tyrtrna_c ,YGR185C,0,999999,0,S_tRNA_charging
TYRTRSm,Tyrosyl tRNA synthetase  mitochondrial,atp_m + trnatyr_m + tyr__L_m  -> amp_m + ppi_m + tyrtrna_m ,YPL097W,0,999999,0,S_tRNA_charging
ZYMSTESTH_SCe,Zymosterol ester hydrolase  yeast specific  extracellular ,h2o_e + 0.01 zymstest_SC_e  -> h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e + 0.01 zymst_e ,YLR020C,0,999999,0,S_Sterol_Metabolism
TYRt2m,Tyrosine mitochondrial transport via proton symport,h_c + tyr__L_c  <=> h_m + tyr__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
PSPH1Pter,Phytosphinganine 1 phosphate endoplasmic reticular transport,psph1p_c  -> psph1p_r ,,0,999999,0,S_Transport__Endoplasmic_Reticular
TYRt2p,Tyrosine peroxisomal transport via proton symport,h_c + tyr__L_c  <=> h_x + tyr__L_x ,,-999999,999999,0,S_Transport__Peroxisomal
TYRt2r,L tyrosine reversible transport via proton symport,h_e + tyr__L_e  <=> h_c + tyr__L_c ,YBR069C or YKR039W or YCL025C or YBR068C or YOL020W or YDR046C or YCL025C,-999999,999999,0,S_Transport__Extracellular
TYRt6,L tyrosine transport in via proton antiport  vacuolar ,h_v + tyr__L_c  -> h_c + tyr__L_v ,YBR293W or YJR001W,0,999999,0,S_Transport__Vacuolar
TYRt7,L tyrosine transport out via proton symport  vacuolar,h_v + tyr__L_v  -> h_c + tyr__L_c ,YKL146W or YNL101W,0,999999,0,S_Transport__Vacuolar
UDPACGLP,UDP N acetylglucosamine diphosphorylase,acgam1p_c + h_c + utp_c  <=> ppi_c + udpacgal_c ,YDL103C,-999999,999999,0,S_Glutamate_metabolism
ZYMSTt,Zymosterol reversible transport,zymst_e  <=> zymst_c ,YIL013C or YOR011W,-999999,999999,0,S_Transport__Extracellular
BIOMASS_SC5_notrace,Biomass SC5 notrace,1.1348 13BDglcn_c + 0.4588 ala__L_c + 0.046 amp_c + 0.1607 arg__L_c + 0.1017 asn__L_c + 0.0024 dcmp_c + 0.2975 asp__L_c + 0.0447 cmp_c + 0.0024 dgmp_c + 59.276 atp_c + 0.0066 cys__L_c + 0.0036 dtmp_c + 0.0036 damp_c + 0.0007 ergst_c + 0.5185 glycogen_c + 0.046 gmp_c + 0.1054 gln__L_c + 59.276 h2o_c + 0.3018 glu__L_c + 0.1927 ile__L_c + 0.2904 gly_c + 0.8079 mannan_c + 0.0507 met__L_c + 0.2964 leu__L_c + 0.0663 his__L_c + 0.2862 lys__L_c + 0.1647 pro__L_c + 1.7e-05 ps_SC_c + 6e-06 pa_SC_c + 0.02 so4_c + 5.3e-05 ptd1ino_SC_c + 6e-05 pc_SC_c + 4.5e-05 pe_SC_c + 0.1339 phe__L_c + 0.00099 ribflv_c + 0.1914 thr__L_c + 0.0284 trp__L_c + 0.1854 ser__L_c + 0.0234 tre_c + 6.6e-05 triglyc_SC_c + 0.102 tyr__L_c + 0.0599 ump_c + 0.2646 val__L_c + 0.0015 zymst_c  -> 59.276 adp_c + 58.7 h_c + 59.305 pi_c ,,0,999999,1,Biomass and maintenance functions
SERD_L,L-serine deaminase,ser__L_c  -> nh4_c + pyr_c ,YCL064C or YIL167W,0,999999,0,S_Glycine_and_Serine_Metabolism
UDPG4E,UDPglucose 4-epimerase,udpg_c  <=> udpgal_c ,YBR019C,-999999,999999,0,S_Galactose_metabolism
PSPHPL,Phytosphingosine phosphate lyase,psph1p_c  -> 2hhxdal_c + ethamp_c ,YDR294C,0,999999,0,S_Sphingolipid_Metabolism
UDPGALt2g,UDPgalactose transport  Golgi apparatus ,udpgal_c  -> udpgal_g ,YPL244C,0,999999,0,S_Transport__Golgi_Apparatus
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,gal1p_c + udpg_c  <=> g1p_c + udpgal_c ,YBR018C,-999999,999999,0,S_Galactose_metabolism
UGLYCH,Ureidoglycolate hydrolase,h2o_c + 2 h_c + urdglyc_c  <=> co2_c + glx_c + 2 nh4_c ,YIR032C,-999999,999999,0,S_Histidine_Metabolism
PSPHS,Phytosphingosine synthesis,h_c + nadph_c + o2_c + sphgn_c  -> h2o_c + nadp_c + psphings_c ,YDR297W,0,999999,0,S_Sphingolipid_Metabolism
UMPK,UMP kinase,atp_c + ump_c  <=> adp_c + udp_c ,YKL024C,-999999,999999,0,S_Nucleotide_Salvage_Pathway
PSP_L,Phosphoserine phosphatase (L-serine),h2o_c + pser__L_c  -> pi_c + ser__L_c ,YGR208W,0,999999,0,S_Glycine_and_Serine_Metabolism
UMPKn,UMP kinase  nuclear,atp_n + ump_n  <=> adp_n + udp_n ,YKL024C,-999999,999999,0,S_Nucleotide_Salvage_Pathway
UMPtn,UMP nuclear transport,ump_c  <=> ump_n ,,-999999,999999,0,S_Transport__Nuclear
PStg_SC,Phosphatidylserine Golgi transport  yeast specific,ps_SC_c  <=> ps_SC_g ,,-999999,999999,0,S_Transport__Golgi_Apparatus
PStm_SC,Phosphatidylserine mitochondrial  transport  yeast specific,ps_SC_c  <=> ps_SC_m ,,-999999,999999,0,S_Transport__Mitochondrial
UNK3,2-keto-4-methylthiobutyrate transamination,2kmb_c + glu__L_c  -> akg_c + met__L_c ,,0,999999,0,S_Methionine_Metabolism
UPP3MT,Uroporphyrinogen methyltransferase,2 amet_c + uppg3_c  -> 2 ahcys_c + dscl_c + h_c ,YKR069W,0,999999,0,S_Porphyrin_and_Chlorophyll_Metabolism
PStv_SC,Phosphatidylserine vacuolar transport  yeast specific,ps_SC_c  <=> ps_SC_v ,,-999999,999999,0,S_Transport__Vacuolar
UPP3S,Uroporphyrinogen-III synthase,hmbil_c  -> h2o_c + uppg3_c ,YOR278W,0,999999,0,S_Porphyrin_and_Chlorophyll_Metabolism
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),4 h_c + uppg3_c  -> 4 co2_c + cpppg3_c ,YDR047W,0,999999,0,S_Porphyrin_and_Chlorophyll_Metabolism
UPPRT,Uracil phosphoribosyltransferase,prpp_c + ura_c  -> ppi_c + ump_c ,YHR128W,0,999999,0,S_Purine_and_Pyrimidine_Biosynthesis
PTD1INOtn_SC,Phosphatidyl 1D myo insoitol nuclear transport  yeast specific,ptd1ino_SC_c  <=> ptd1ino_SC_n ,,-999999,999999,0,S_Transport__Nuclear
URAt2,Uracil transport in via proton symport,h_e + ura_e  -> h_c + ura_c ,YBR021W,0,999999,0,S_Transport__Extracellular
PTD4INOtn_SC,Phosphatidyl 1D myo 4 inositol nuclear transport  yeast specific,ptd4ino_SC_c  <=> ptd4ino_SC_n ,,-999999,999999,0,S_Transport__Nuclear
UREA2t2,Urea reversible transport via proton symport  2 H ,2 h_e + urea_e  <=> 2 h_c + urea_c ,YHL016C,-999999,999999,0,S_Transport__Extracellular
UREASE,Urea carboxylase,atp_c + hco3_c + urea_c  <=> adp_c + allphn_c + h_c + pi_c ,YBR208C,-999999,999999,0,S_Nitrogen_Metabolism
PTE10x,Peroxisomal acyl CoA thioesterase,dcacoa_x + h2o_x  -> dca_x + coa_x + h_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
URIDK2r,Uridylate kinase (dUMP),atp_c + dump_c  <=> adp_c + dudp_c ,YKL024C,-999999,999999,0,S_Nucleotide_Salvage_Pathway
URIDK2rn,Uridylate kinase  dUMP   nuclear,atp_n + dump_n  <=> adp_n + dudp_n ,YKL024C,-999999,999999,0,S_Nucleotide_Salvage_Pathway
PTE11x,Peroxisomal acyl CoA thioesterase,ddcacoa_x + h2o_x  -> ddca_x + coa_x + h_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTE12x,Peroxisomal acyl CoA thioesterase,h2o_x + ttccoa_x  -> coa_x + h_x + ttc_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTE2x,Peroxisomal acyl CoA thioesterase,h2o_x + pmtcoa_x  -> coa_x + h_x + hdca_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTE7x,Peroxisomal acyl CoA thioesterase,h2o_x + tdcoa_x  -> coa_x + h_x + ttdca_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTE8x,Peroxisomal acyl CoA thioesterase,h2o_x + stcoa_x  -> coa_x + h_x + ocdca_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTE9x,Peroxisomal acyl CoA thioesterase,h2o_x + occoa_x  -> coa_x + h_x + octa_x ,YJR019C,0,999999,0,S_Fatty_Acid_Degradation
PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c  -> dpcoa_c + ppi_c ,,0,999999,0,S_Pantothenate_and_CoA_Biosynthesis
PTPATim,Panthetheine phosphate adenylyltransferase,atp_m + h_m + pan4p_m  -> dpcoa_m + ppi_m ,,0,999999,0,S_Pantothenate_and_CoA_Biosynthesis
PTRCt3i,Putrescine transport in via proton antiport  irreversible,h_c + ptrc_e  -> h_e + ptrc_c ,YOR273C or YLL028W,0,999999,0,S_Transport__Extracellular
PTRCtex2,Putrescine excretion  cytosol to extracellular ,ptrc_c  -> ptrc_e ,YKL174C,0,999999,0,S_Transport__Extracellular
